,Nod_ref,Way_Id,highway,junction,lanes,name,color,size1,size2,Lon,Lat
63,"[301014848, 1449410610, 1449410599, 354662195, 21293573, 4353292879, 582477609]",8313828,primary,,,Paseo de la Bomba,#FFA07A,grande,1,"[-3.5912263999999996, -3.5925455000000004, -3.5926313999999997, -3.5927142999999995, -3.5931682, -3.5934292000000001, -3.5936051]","[37.169124700000005, 37.169680700000001, 37.169707200000005, 37.169732700000004, 37.169866999999996, 37.169847100000005, 37.169833700000005]"
64,"[1692121831, 1692121839, 1598735952, 330250421, 1598735954, 330250498, 941644337, 1423279470, 1893807604, 33143018]",8617529,tertiary,,,Avenida Luis Miranda Dávalos,#FFFFFF,grande,1,"[-3.6147377999999999, -3.6145957000000002, -3.6139629999999996, -3.6134552000000002, -3.6128041, -3.6121483999999997, -3.6114709999999999, -3.6107796000000003, -3.6106357000000004, -3.6104208]","[37.195136700000006, 37.195240000000005, 37.195486899999999, 37.1956895, 37.195949200000001, 37.196208599999999, 37.1964811, 37.196756899999997, 37.196806000000002, 37.196824799999995]"
65,"[61369656, 1203472502, 61369661, 61369672]",8617663,secondary,,2.0,Carretera de Murcia,#FFFF00,grande,1,"[-3.6001025000000002, -3.5999037999999999, -3.5998046000000001, -3.5995272000000003]","[37.1880083, 37.1880095, 37.187995600000001, 37.187942299999996]"
66,"[61372948, 83533861, 1187111196, 61372957, 1814816492, 173035905, 1814805983, 1187111151, 1511337221, 1187111120, 1814816486, 1187111177, 1814816478, 1187111201, 61372967, 1187111128, 78640927]",9037258,residential,,,Camino de San Antonio,#FFFFFF,medio,1,"[-3.5930922999999995, -3.5937716000000002, -3.5939498999999997, -3.5940538000000002, -3.5944162000000004, -3.5944992, -3.5945746000000001, -3.5946252999999997, -3.5946848, -3.5947697999999995, -3.5950506, -3.5951754, -3.5954067000000003, -3.5957455999999999, -3.5960443999999998, -3.5961312999999993, -3.5962318]","[37.186842999999996, 37.1868208, 37.186811200000001, 37.186796899999997, 37.186622700000001, 37.186582799999996, 37.186541399999996, 37.186513599999998, 37.186472100000003, 37.186412899999993, 37.186150599999998, 37.186033999999999, 37.185816100000004, 37.185496899999997, 37.185245000000002, 37.185220799999996, 37.185225399999993]"
67,"[61366594, 944852774, 582488824, 582488810, 66529930, 66530000, 1755892567, 66530087]",9041049,residential,,,Calle Tibónidas,#FFFFFF,medio,1,"[-3.6013449, -3.6014523000000001, -3.6018593999999999, -3.6026752000000002, -3.6036367, -3.6036172999999994, -3.6041004000000001, -3.6044068999999994]","[37.195641700000003, 37.195650799999996, 37.1956396, 37.195636299999997, 37.195632399999994, 37.195295799999997, 37.195294700000005, 37.195294099999998]"
68,"[61366590, 941644326, 1513971969, 82771422, 582488823, 1384732699, 1384732404, 77756964, 1384732407, 66530087, 265744851, 1755892554]",9041061,tertiary,,,Avenida de Pulianas,#FFFFFF,grande,1,"[-3.6042141000000005, -3.6041827000000004, -3.6041232999999999, -3.6041394999999996, -3.604174, -3.6042051000000002, -3.6042809, -3.6043385000000003, -3.6043699, -3.6044068999999994, -3.6044296, -3.6044587999999997]","[37.198501899999997, 37.198303299999999, 37.197614399999999, 37.196939399999998, 37.196725700000002, 37.196569099999998, 37.196182700000001, 37.195859599999999, 37.195605499999999, 37.195294099999998, 37.1951027, 37.194856000000001]"
69,"[61366591, 582488815, 1512617418, 544473720, 1518843256, 1756998549, 1596078617, 1596078615]",9041064,secondary,,,Calle Periodista Luis de Vicente,#FFFF00,grande,1,"[-3.6038508999999999, -3.6033053999999995, -3.6018199999999996, -3.6012977999999998, -3.6007300000000004, -3.6001972999999996, -3.5999894000000001, -3.5999302000000002]","[37.198922700000004, 37.199114100000003, 37.199635100000002, 37.199818299999997, 37.2000174, 37.200194099999997, 37.200165500000004, 37.200142900000003]"
70,"[881029034, 76643274, 1669120263, 1669120271, 283372426]",9707586,secondary,,,,#FFFF00,grande,1,"[-3.5335593000000003, -3.5320119000000001, -3.5311620000000001, -3.5307986000000002, -3.5303074999999997]","[37.153842400000002, 37.153810299999996, 37.153799900000003, 37.153835600000001, 37.153941600000003]"
71,"[76643337, 304495809, 283254766, 304495800, 283254767, 283254768, 76643342]",9711890,motorway,,2.0,Ronda Sur,#DC143C,grande,2,"[-3.5726781999999999, -3.5736934999999996, -3.5740637000000004, -3.5748055000000001, -3.5755343999999996, -3.5774317000000004, -3.5804054999999999]","[37.160671299999997, 37.159409100000005, 37.159038600000002, 37.1583939, 37.1580467, 37.157446899999997, 37.156917399999998]"
72,"[304495786, 1644654358, 1644654354, 76643347]",9711891,motorway_link,,1.0,,#DC143C,grande,1,"[-3.5809470000000001, -3.5816086999999999, -3.5821709000000004, -3.5834275]","[37.156801799999997, 37.156669700000002, 37.156540200000002, 37.156255100000003]"
73,"[76649100, 4009728235, 4009728237, 283254578, 1669120231, 4009728244, 4009728242, 1669120268, 283372426]",9712172,secondary_link,,,,#FFFF00,grande,1,"[-3.5338387999999998, -3.5337167999999997, -3.5335864000000003, -3.5321512000000004, -3.5315008999999997, -3.531142, -3.5308150999999999, -3.5304251999999998, -3.5303074999999997]","[37.153573899999998, 37.153543200000001, 37.153542799999997, 37.153696699999998, 37.153742100000002, 37.153754399999997, 37.153784600000002, 37.153865600000003, 37.153941600000003]"
74,"[494839394, 1449404590, 1449404586, 494839395]",9712678,primary,roundabout,,,#FFA07A,grande,1,"[-3.5858292, -3.5859011000000001, -3.5859551000000001, -3.5859997999999997]","[37.1562044, 37.156132799999995, 37.156070800000002, 37.156002000000001]"
75,"[21293555, 2216077392, 2216077387, 552784308, 552784361, 21293499]",9712679,primary,roundabout,2.0,Plaza Rotary,#FFA07A,grande,1,"[-3.5984528, -3.5985181000000006, -3.5985773999999999, -3.5986163000000002, -3.5986239000000002, -3.5986052000000002]","[37.166732799999998, 37.166701799999998, 37.166653600000004, 37.166588899999994, 37.1665098, 37.1664095]"
76,"[76685395, 76685390]",9714276,tertiary,,,Puente San Antón,#FFFFFF,grande,1,"[-3.5986440000000002, -3.5985197000000002]","[37.167339899999995, 37.167131099999999]"
77,"[303991386, 388430245]",9714277,primary,,,,#FFA07A,grande,1,"[-3.6058102999999995, -3.6059611000000005]","[37.170195700000008, 37.170154400000001]"
78,"[76685462, 310155026]",9714278,residential,,,,#FFFFFF,medio,1,"[-3.5986922999999997, -3.5987586999999999]","[37.171505299999993, 37.171486799999997]"
79,"[61366567, 312590782, 554895238, 554895117, 1352809675, 61366570]",9776691,residential,,,Calle Náyades,#FFFFFF,medio,1,"[-3.6180953000000002, -3.6175616000000002, -3.6170748000000001, -3.6166264999999997, -3.6164777999999997, -3.6158498999999997]","[37.195482299999995, 37.195443599999997, 37.195408200000003, 37.195375700000007, 37.195364899999994, 37.195319299999994]"
80,"[551498471, 1814668007, 1814668010, 61366588]",9776693,secondary,,,Calle Tete Montoliú,#FFFF00,grande,1,"[-3.6069070000000001, -3.6048518999999999, -3.6046431000000005, -3.6045220999999996]","[37.197963799999997, 37.198578900000001, 37.198622200000003, 37.198613799999997]"
81,"[61366590, 1513971971, 552778901, 290918460, 552778908, 1513971972, 61366591]",9776694,secondary,roundabout,,,#FFFF00,grande,1,"[-3.6042141000000005, -3.6041164999999999, -3.6040078999999996, -3.6039065000000003, -3.6038382000000007, -3.6038254000000003, -3.6038508999999999]","[37.198501899999997, 37.198511799999999, 37.198549, 37.198621899999999, 37.198731600000002, 37.198824399999999, 37.198922700000004]"
82,"[21293521, 77756920]",9776992,secondary,,,Plaza de San Isidro,#FFFF00,grande,1,"[-3.6037866000000003, -3.6035989000000002]","[37.186865000000004, 37.187084499999997]"
83,"[61366555, 484570719]",9777921,residential,,,Calle Periodista Alberto Machado Cayuso,#FFFFFF,medio,1,"[-3.6231836000000004, -3.6241308999999999]","[37.197460100000001, 37.196358500000002]"
84,"[61366557, 61366560]",9777922,tertiary,,,Calle Periodista Fernando Gómez de la Cruz,#FFFFFF,grande,1,"[-3.6229214000000001, -3.6223942000000005]","[37.197426100000001, 37.196420099999997]"
85,"[1589438808, 61366553, 306513492, 306513488, 306513507, 61366555]",9777927,residential,,,Calle Periodista Rafael Gómez Montero,#FFFFFF,medio,1,"[-3.6258882000000003, -3.6258248000000002, -3.6253467000000006, -3.6252269999999998, -3.6250597999999998, -3.6231836000000004]","[37.197649100000007, 37.197640700000001, 37.197608500000001, 37.1976005, 37.197589299999997, 37.197460100000001]"
86,"[82773673, 1595189781, 1595189785, 308834752, 1681774743, 308834753, 1595189803]",9778712,residential,,,Calle Matilde Cantos,#FFFFFF,medio,1,"[-3.5936617999999996, -3.5935376000000003, -3.5934440000000003, -3.5933922999999997, -3.5932474000000001, -3.5930747000000003, -3.5930245000000003]","[37.2052403, 37.205348399999998, 37.205454299999992, 37.205544099999997, 37.206267199999999, 37.207128900000001, 37.207409200000001]"
87,"[77735539, 1828460934, 1684907825, 77735547]",9778717,tertiary,,,Calle Gobernador Pedro Temboury,#FFFFFF,grande,1,"[-3.6075742999999996, -3.6095099999999998, -3.6102656000000004, -3.6104055000000002]","[37.204744899999994, 37.203903499999996, 37.203575100000002, 37.203549799999998]"
88,"[565567934, 1600943276, 1600943275, 1600943274, 582486694, 1751168619, 1751168616, 1751168613, 77735526]",9778720,residential,,,Calle Pintor Chavarito,#FFFFFF,medio,1,"[-3.6038834000000004, -3.6046135000000001, -3.6052525999999996, -3.6054067999999999, -3.6057089999999996, -3.6059448999999999, -3.6062595999999996, -3.6064943, -3.6069103999999998]","[37.204311799999999, 37.204192499999998, 37.2040881, 37.204062999999998, 37.204013600000003, 37.204000499999999, 37.203983100000002, 37.203970200000008, 37.203859700000002]"
89,"[33143048, 1132201480]",9779227,motorway_link,,,,#DC143C,grande,1,"[-3.6307673999999999, -3.6309201]","[37.199149900000002, 37.198882399999995]"
90,"[77747165, 1820004882, 1820004884, 1820004890, 1820004895, 1820004906, 1820004917, 1820004930]",9779229,motorway_link,,,Avenida de Andalucía (Cerrillo),#DC143C,grande,1,"[-3.6321496, -3.6324011, -3.6325731000000001, -3.6329711000000002, -3.6337262000000004, -3.6349795, -3.6356413999999999, -3.6359616000000003]","[37.196701099999999, 37.1967122, 37.196747600000002, 37.196874900000005, 37.197092499999997, 37.197465799999996, 37.197657200000002, 37.1977355]"
91,"[77756881, 1700802266, 2074362675, 1700802244, 306522069, 1700802116, 306522070]",9779634,residential,,,Avenida Capitán Moreno,#FFFFFF,medio,1,"[-3.6010186000000002, -3.6006127999999995, -3.6005265, -3.6004129000000002, -3.5999047999999996, -3.5998269000000001, -3.5998202000000004]","[37.183936899999999, 37.183522600000003, 37.183434499999997, 37.183318499999999, 37.182817999999997, 37.182715799999997, 37.182660999999996]"
92,"[306522083, 1700802117, 306522019, 2074380518, 1709795955, 77756901]",9779635,residential,,,Calle Acera de San Ildefonso,#FFFFFF,medio,1,"[-3.5997552000000002, -3.5997664999999999, -3.5997896000000003, -3.5998162000000002, -3.5998977999999995, -3.6000866999999999]","[37.182694700000006, 37.182734799999999, 37.182849299999994, 37.183010799999998, 37.183506700000002, 37.184654500000001]"
93,"[77756964, 1732755345, 1384731641, 1384731902, 582490505, 1384731796, 1384731980, 77756970]",9779640,residential,,,Calle San Ambrosio,#FFFFFF,medio,1,"[-3.6043385000000003, -3.6046839999999998, -3.6049967999999999, -3.6052947999999998, -3.6055739, -3.6058686, -3.6061561000000002, -3.6065326]","[37.195859599999999, 37.195791100000001, 37.195729100000001, 37.19567, 37.195614599999999, 37.195556200000006, 37.1954992, 37.195424500000001]"
94,"[77756970, 77756982]",9779641,residential,,,Calle San Fernando,#FFFFFF,medio,1,"[-3.6065326, -3.6068150000000001]","[37.195424500000001, 37.196369200000007]"
95,"[185927197, 1654315223, 61366602, 61366604]",9832715,residential,,,Calle Abanilla,#FFFFFF,medio,1,"[-3.6015630999999999, -3.6014034000000001, -3.6013815999999998, -3.6016035999999998]","[37.188730200000002, 37.188265799999996, 37.188104200000005, 37.188024400000003]"
96,"[21293463, 61366604]",9832718,residential,,,Calle Pizarro Cenjor,#FFFFFF,medio,1,"[-3.6013157999999996, -3.6016035999999998]","[37.187540399999996, 37.188024400000003]"
97,"[49937441, 1203472540, 1203472756, 78640663, 614596832]",9834999,residential,,,Cuesta de San Antonio,#FFFFFF,medio,1,"[-3.6000659000000002, -3.5999137999999999, -3.5997815000000002, -3.5994881000000003, -3.5993321000000003]","[37.185811000000001, 37.1858346, 37.185832299999994, 37.185799299999999, 37.185773499999996]"
98,"[1203472591, 61369769, 617378463, 617617456, 78640877, 1203472469]",9835001,secondary,roundabout,,,#FFFF00,grande,1,"[-3.5965239000000002, -3.5964792000000001, -3.5963821000000005, -3.5963559000000003, -3.5962982000000006, -3.5962790999999998]","[37.185134399999995, 37.185101099999997, 37.185087000000003, 37.185091100000001, 37.1851141, 37.185134699999999]"
99,"[1203472591, 1203472867, 1203472927, 1187111121, 1203472714, 617617455]",9835007,secondary,,1.0,Carretera de Murcia,#FFFF00,grande,1,"[-3.5965239000000002, -3.5965187999999997, -3.5965243999999998, -3.5965547999999994, -3.5966127000000001, -3.5966815000000003]","[37.185134399999995, 37.185101799999998, 37.185060700000001, 37.185027500000004, 37.184975600000001, 37.184923400000002]"
100,"[1203472327, 1187111172, 1203472396, 1187111117, 1187111199, 1203472472, 617617458]",9835011,secondary,,1.0,Carretera de Murcia,#FFFF00,grande,1,"[-3.5963644000000001, -3.5964968000000002, -3.5965584000000002, -3.5966309999999999, -3.5967593, -3.5968584999999997, -3.5969455999999997]","[37.185353300000003, 37.185412400000004, 37.185430299999993, 37.185437299999997, 37.185423200000002, 37.185394399999993, 37.185345500000004]"
101,"[1755892533, 1384732863, 582490507, 1384732629, 1384732122, 78641128]",9835015,residential,,,Calle San Fermín,#FFFFFF,medio,1,"[-3.6046760999999998, -3.6049379999999998, -3.6052334999999998, -3.6055229, -3.6058235000000001, -3.6061821000000003]","[37.194595100000001, 37.194545599999998, 37.194489799999999, 37.1944351, 37.194378399999998, 37.194310299999998]"
102,"[558846282, 1755892497, 1755892509, 78641128, 265744852, 82771424, 77756970]",9835018,residential,,,Calle San Fernando,#FFFFFF,medio,1,"[-3.6057561000000002, -3.6057890000000001, -3.6061033999999998, -3.6061821000000003, -3.6063067000000002, -3.6063228999999999, -3.6065326]","[37.192905200000006, 37.193106499999999, 37.194054700000002, 37.194310299999998, 37.194714700000006, 37.194767399999996, 37.195424500000001]"
103,"[78641299, 1968421806, 1423279481, 1384805388, 1384805018, 573536717, 1692121846]",9835036,tertiary,,,Avenida Luis Miranda Dávalos,#FFFFFF,grande,1,"[-3.6106097999999998, -3.6107364, -3.6108845000000001, -3.6116353999999999, -3.6135747000000005, -3.6145980000000004, -3.6148262000000004]","[37.197104500000002, 37.197008700000005, 37.196941199999998, 37.196639300000001, 37.195859599999999, 37.195452000000003, 37.195388100000002]"
104,"[1692121846, 573536719, 3406057900, 3406057899, 554867511]",9835059,tertiary,,,Avenida de la Argentinita,#FFFFFF,grande,1,"[-3.6148262000000004, -3.6147521, -3.6147638999999994, -3.6148351000000001, -3.6148618999999997]","[37.195388100000002, 37.195516900000001, 37.195727399999996, 37.196995700000002, 37.197472600000005]"
105,"[484568576, 1757388772, 61366570]",9835080,residential,,,,#FFFFFF,medio,1,"[-3.6155339, -3.6156798999999999, -3.6158498999999997]","[37.195366200000002, 37.195342199999999, 37.195319299999994]"
106,"[82771422, 1384731705, 1384732127, 1384732087, 582490531, 1384732192, 1384731886, 1681780697, 77756982]",9835085,residential,,,Calle San Rómulo,#FFFFFF,medio,1,"[-3.6041394999999996, -3.6049943999999994, -3.6052953000000003, -3.6055788, -3.6058665999999997, -3.6061623999999997, -3.6064452000000005, -3.6065650000000002, -3.6068150000000001]","[37.196939399999998, 37.196757200000008, 37.196693100000005, 37.196632700000002, 37.196571300000002, 37.196508299999998, 37.196447999999997, 37.196422499999997, 37.196369200000007]"
107,"[308473368, 1820004893, 1820004930]",9835089,trunk,,2.0,Avenida de Andalucía (Cerrillo),#FA8072,grande,2,"[-3.6323846, -3.6337565000000001, -3.6359616000000003]","[37.196598899999998, 37.197028799999991, 37.1977355]"
108,"[78695242, 1384805133, 290918342, 551498450, 61366582]",9838451,secondary,roundabout,,,#FFFF00,grande,1,"[-3.6074864, -3.6075135, -3.6074690999999999, -3.6073574999999996, -3.6072462000000001]","[37.198057200000001, 37.197948799999999, 37.197831000000001, 37.1977458, 37.197717100000006]"
109,"[21293487, 1033185281, 79459524]",9861688,tertiary,,,Paseo de Cartuja,#FFFFFF,grande,1,"[-3.6007479, -3.6008260000000001, -3.6010402000000004]","[37.192880700000003, 37.193131399999999, 37.193823899999998]"
110,"[1025639665, 1025640096, 1025639458, 1025639581, 1025639568, 1025639705, 1025640009, 1025640202, 1025640046, 484584013, 484584708, 484617832, 484589806, 1613218881, 1025639975]",9861896,tertiary,,,Calle Casería del Cerro,#FFFFFF,grande,1,"[-3.6162133000000001, -3.6162209999999999, -3.6162285999999999, -3.6162349999999996, -3.6162360000000002, -3.6162277, -3.6162056000000002, -3.6161669000000001, -3.6160203999999996, -3.6158254999999997, -3.6148196000000006, -3.6140270999999999, -3.6131662000000002, -3.6124681000000005, -3.6122811000000001]","[37.203100399999997, 37.203133000000001, 37.203169799999998, 37.203210900000002, 37.203247499999996, 37.2032776, 37.203323700000006, 37.203369200000004, 37.2034515, 37.203553100000001, 37.204123100000004, 37.2045855, 37.205074100000004, 37.205474000000002, 37.205482399999994]"
111,"[61356194, 2216451095, 2216451097, 983525395, 80041603, 80041609]",9884824,trunk_link,,1.0,,#FA8072,grande,1,"[-3.6587392999999997, -3.6582687999999997, -3.6576468000000002, -3.6572442999999999, -3.6562207000000004, -3.6554004999999998]","[37.191638700000006, 37.191632399999996, 37.191669399999995, 37.191689399999994, 37.191538600000001, 37.191504799999997]"
