,Nod_ref,Way_Id,highway,junction,lanes,name,color,size1,size2,Lon,Lat
9458,"[1684907794, 1597774186, 1597774185]",146492028,pedestrian,,,Plaza Poeta Garcilaso de la Vega,#A9A9A9,peque,1,"[-3.6075017999999996, -3.6070839000000001, -3.6073754]","[37.201463899999993, 37.200801899999995, 37.200685299999996]"
9459,"[1597774190, 1827990882]",146492030,residential,,,Plaza del Poeta Juan Boscán,#FFFFFF,medio,1,"[-3.6079680000000001, -3.6081327999999999]","[37.2015703, 37.201503100000004]"
9460,"[265744985, 1597812801, 1597812810, 1597812813]",146496312,residential,,,Calle Friburgo,#FFFFFF,medio,1,"[-3.6076766999999998, -3.6078523000000002, -3.6079279999999998, -3.6082662000000005]","[37.196185499999999, 37.196561200000005, 37.196724400000001, 37.197450000000003]"
9461,"[1597812792, 1597812793, 1597812791, 1597812788, 1597812783, 1597812784, 1597812791]",146496313,residential,,,Calle San Benito,#FFFFFF,medio,1,"[-3.6043968, -3.6046302000000003, -3.6048266999999998, -3.6052248999999996, -3.6050894999999996, -3.6047441, -3.6048266999999998]","[37.193652700000001, 37.193687500000003, 37.193483200000003, 37.193069100000002, 37.192941499999996, 37.193009600000003, 37.193483200000003]"
9462,"[1597812814, 941644349, 1597812811, 1597812808, 1597812805, 1597812803, 1597812800, 1597812798, 1597812797]",146496314,pedestrian,,,Calle San Fernando,#A9A9A9,peque,1,"[-3.6072057999999996, -3.6072038999999996, -3.6071186000000002, -3.607151, -3.6071942000000004, -3.6071942000000004, -3.6071692000000004, -3.6071220999999998, -3.6070351]","[37.197720099999998, 37.197647400000001, 37.196742799999996, 37.1967122, 37.196654600000002, 37.196599200000001, 37.196558000000003, 37.196521000000004, 37.196521000000004]"
9463,"[1597812795, 1597812796, 1597812807, 1597812802, 1597812810, 1597812801, 506782897, 506782900, 1597812795]",146496315,pedestrian,,,Plaza del Ceramista Agustín Morales Alguacil,#A9A9A9,peque,1,"[-3.6096411000000002, -3.6097065000000002, -3.6084318, -3.6084000000000001, -3.6079279999999998, -3.6078523000000002, -3.6088883000000003, -3.6089419, -3.6096411000000002]","[37.196234000000004, 37.196327699999998, 37.196671799999997, 37.196596999999997, 37.196724400000001, 37.196561200000005, 37.196288600000003, 37.196418000000001, 37.196234000000004]"
9464,"[1597812760, 1597812763, 1597812765]",146496316,secondary,roundabout,,,#FFFF00,grande,1,"[-3.6076277999999999, -3.6075754, -3.6075271]","[37.191501600000002, 37.191524700000002, 37.191549500000001]"
9465,"[330186057, 2206649618, 2206649582, 558846256]",146496317,residential,,,,#FFFFFF,medio,1,"[-3.6066192999999998, -3.6064422999999994, -3.6062832, -3.6062159]","[37.193976399999997, 37.193368999999997, 37.192851500000003, 37.192707500000004]"
9466,"[558846269, 544566710]",146496318,service,,,,#FFFFFF,medio,1,"[-3.6059966000000001, -3.6061196000000004]","[37.192914100000003, 37.193284999999996]"
9467,"[77756982, 1681780681, 265744985, 559422251]",146496319,residential,,,,#FFFFFF,medio,1,"[-3.6068150000000001, -3.6072137999999998, -3.6076766999999998, -3.6093682]","[37.196369200000007, 37.196284200000001, 37.196185499999999, 37.195824999999999]"
9468,"[1597812794, 559422272, 559422270, 559422310]",146496320,residential,,,,#FFFFFF,medio,1,"[-3.6073082999999997, -3.6076358999999996, -3.6079451000000002, -3.6082980999999998]","[37.195037100000008, 37.194964800000001, 37.1948966, 37.194818599999998]"
9469,"[1144241904, 318346630, 318346631]",146605187,residential,,,Avenida de las Fuerzas Armadas,#FFFFFF,medio,1,"[-3.6116160000000002, -3.6122443999999998, -3.6127372000000002]","[37.189021399999994, 37.189558300000002, 37.189898100000001]"
9470,"[1598735928, 90329663, 1904573747]",146605188,residential,,,Calle Arquitecto Felipe Giménez Lacal,#FFFFFF,medio,1,"[-3.6136727999999994, -3.6144978999999999, -3.6145342000000005]","[37.190506499999998, 37.189724100000007, 37.189702600000004]"
9471,"[1598735948, 1598735950, 1598735952]",146605189,pedestrian,,,Calle Barrera,#A9A9A9,peque,1,"[-3.6135783999999997, -3.6139328000000002, -3.6139629999999996]","[37.194836600000002, 37.195437499999997, 37.195486899999999]"
9472,"[330186723, 330186516, 330186720]",146605190,residential,,,Calle Gallito,#FFFFFF,medio,1,"[-3.6106001999999999, -3.6104072999999999, -3.6101535999999999]","[37.193362899999997, 37.193448700000005, 37.193543400000003]"
9473,"[330186720, 670805656, 330186721]",146605191,residential,,,Calle Polo y Caña,#FFFFFF,medio,1,"[-3.6101535999999999, -3.6103095999999999, -3.6105367999999993]","[37.193543400000003, 37.193805600000005, 37.194172200000004]"
9474,"[1598735941, 1598735942]",146605192,pedestrian,,,Calle Ribera del Beiro,#A9A9A9,peque,1,"[-3.6088257000000006, -3.6081858000000002]","[37.192189599999999, 37.192363899999997]"
9475,"[1598735938, 1598735940]",146605193,pedestrian,,,Calle Ribera del Beiro,#A9A9A9,peque,1,"[-3.6087364000000002, -3.6080627000000001]","[37.1918735, 37.192010100000005]"
9476,"[1598735954, 670801864]",146605194,pedestrian,,,,#A9A9A9,peque,1,"[-3.6128041, -3.6124099000000003]","[37.195949200000001, 37.195279600000006]"
9477,"[1598735937, 1598735938, 1598735941, 2153501171, 1384239604]",146605195,residential,,,,#FFFFFF,medio,1,"[-3.6086563999999997, -3.6087364000000002, -3.6088257000000006, -3.6088459999999998, -3.6090002999999995]","[37.191596799999999, 37.1918735, 37.192189599999999, 37.192268799999994, 37.192544599999998]"
9478,"[1598739401, 1598739410]",146605227,residential,,,,#FFFFFF,medio,1,"[-3.6132071000000003, -3.6136572999999999]","[37.189439399999998, 37.189732200000002]"
9479,"[1598739407, 1598739416, 1598739420]",146605228,service,,,,#FFFFFF,medio,1,"[-3.6130925999999999, -3.6133983000000001, -3.6132007000000006]","[37.189552899999995, 37.189767700000004, 37.189950099999997]"
9480,"[1351169068, 1351169046, 1351169016, 1598759657]",146609454,pedestrian,,,Calle Monosabio,#A9A9A9,peque,1,"[-3.6189294000000003, -3.6187074999999997, -3.6184184999999998, -3.6178376000000005]","[37.194458300000001, 37.194300599999998, 37.194025500000002, 37.193486499999999]"
9481,"[1598759656, 1598759659]",146609455,pedestrian,,,Calle Mulillas,#A9A9A9,peque,1,"[-3.6181749999999999, -3.6187428999999995]","[37.193260299999992, 37.1938131]"
9482,"[1598759658, 1598759655]",146609456,pedestrian,,,Calle Mulillas,#A9A9A9,peque,1,"[-3.6188568000000001, -3.6182870999999999]","[37.1937347, 37.193186299999994]"
9483,"[1491616275, 1351169068]",146609457,pedestrian,,,,#A9A9A9,peque,1,"[-3.6190184999999997, -3.6189294000000003]","[37.194519299999996, 37.194458300000001]"
9484,"[1491616274, 1491616275]",146609458,pedestrian,,,Calle Alguacilillo,#A9A9A9,peque,1,"[-3.6196307000000001, -3.6190184999999997]","[37.194887299999998, 37.194519299999996]"
9485,"[811206406, 811207974]",146610016,residential,,,Calle Coso,#FFFFFF,medio,1,"[-3.6189431999999999, -3.6193182999999998]","[37.192753000000003, 37.193436400000003]"
9486,"[1351169304, 1351169057]",146610017,pedestrian,,,Calle Brindis,#A9A9A9,peque,1,"[-3.6198897000000003, -3.6192796]","[37.194607899999994, 37.194242700000004]"
9487,"[1351169057, 1351169238]",146610139,pedestrian,,,,#A9A9A9,peque,1,"[-3.6192796, -3.6191832000000002]","[37.194242700000004, 37.194178700000002]"
9488,"[1598766962, 1598766963]",146610455,pedestrian,,,Plaza Escritor Fernández Castro,#A9A9A9,peque,1,"[-3.6190925000000003, -3.6180809000000003]","[37.195177299999997, 37.195620299999995]"
9489,"[1599958549, 1599958537, 1599958520]",146738831,pedestrian,,,Calle Jerónimo Silvestre,#A9A9A9,peque,1,"[-3.6074272999999999, -3.6074187999999996, -3.6074069999999998]","[37.2060715, 37.205707099999998, 37.205176999999999]"
9490,"[944852769, 1599958529, 1599958525, 1599958523, 1600943296, 582494298]",146738832,residential,,,Calle Juan de Palenque,#FFFFFF,medio,1,"[-3.6080299, -3.6076832999999997, -3.6076057000000001, -3.6075353999999997, -3.6075257000000005, -3.6074606]","[37.206065199999998, 37.2055662, 37.205436999999996, 37.205319700000004, 37.205207799999997, 37.205161499999996]"
9491,"[1386217269, 1599958576, 1599958564, 1599958561, 1599958557, 1386217370, 1599958531, 1599958529]",146738833,residential,,,Calle Alhucemas,#FFFFFF,medio,1,"[-3.6077241999999998, -3.6077227999999995, -3.6077180000000002, -3.6077150000000002, -3.6077119, -3.6077086999999999, -3.6076902000000004, -3.6076832999999997]","[37.206879799999996, 37.206807899999994, 37.2065585, 37.206400899999998, 37.206238499999998, 37.206068600000002, 37.205703399999997, 37.2055662]"
9492,"[1599958557, 1599958556]",146738834,pedestrian,,,Calle Andrés Narváez,#A9A9A9,peque,1,"[-3.6077119, -3.6080355000000002]","[37.206238499999998, 37.206235700000001]"
9493,"[1450869445, 1599958573, 1599958572, 1450869444, 1450869443, 1450869442, 1386217721]",146738835,pedestrian,,,Calle Baeza,#A9A9A9,peque,1,"[-3.6064500000000002, -3.6066474999999998, -3.606792, -3.6068642999999998, -3.6070059000000003, -3.6071397000000003, -3.6072733000000001]","[37.206633200000006, 37.206628000000002, 37.2066242, 37.206622299999999, 37.206618599999999, 37.206614999999999, 37.206611500000001]"
9494,"[582494299, 1599958551, 1599958549, 582494302, 1599958546, 582494303, 1386217370, 944852769]",146738836,residential,,,Calle Diego de Mora,#FFFFFF,medio,1,"[-3.6071279000000001, -3.6072956, -3.6074272999999999, -3.6074800000000002, -3.6075534, -3.6076535000000005, -3.6077086999999999, -3.6080299]","[37.206074600000001, 37.206072900000002, 37.2060715, 37.206071200000004, 37.206070200000006, 37.206069100000001, 37.206068600000002, 37.206065199999998]"
9495,"[1599958561, 1599958563]",146738837,pedestrian,,,Calle Doctor Faria,#A9A9A9,peque,1,"[-3.6077150000000002, -3.6080394]","[37.206400899999998, 37.206402200000007]"
9496,"[1599958546, 1599958533, 1599958527, 1599958525]",146738838,pedestrian,,,Calle Juan de Arjona,#A9A9A9,peque,1,"[-3.6075534, -3.6075461999999998, -3.6075425000000001, -3.6076057000000001]","[37.206070200000006, 37.205705399999999, 37.2055145, 37.205436999999996]"
9497,"[1386243263, 1599958574, 1386243248, 1386243383]",146738839,pedestrian,,,Calle Juan de Austria,#A9A9A9,peque,1,"[-3.6057779000000001, -3.6057695000000001, -3.6057076000000001, -3.6056862000000001]","[37.2066911, 37.206653000000003, 37.206373299999996, 37.205841900000003]"
9498,"[1599958564, 1599958566]",146738840,pedestrian,,,Calle Luis de Guzmán,#A9A9A9,peque,1,"[-3.6077180000000002, -3.6080419999999997]","[37.2065585, 37.2065585]"
9499,"[1386243279, 1386243349, 1386217417]",146738841,residential,,,Calle Pedro Gutiérrez,#FFFFFF,medio,1,"[-3.6057841000000002, -3.6060295, -3.6064557000000002]","[37.206844700000005, 37.206839100000003, 37.206829299999995]"
9500,"[1386243263, 1386243310, 1386243321]",146738842,residential,,,Calle Pedro Terreros,#FFFFFF,medio,1,"[-3.6057779000000001, -3.6056451000000003, -3.605067]","[37.2066911, 37.206695099999997, 37.206710299999997]"
9501,"[1599958551, 1599958538, 1599958521]",146738843,pedestrian,,,Calle Vera Moreno,#A9A9A9,peque,1,"[-3.6072956, -3.6072867999999993, -3.6072739999999999]","[37.206072900000002, 37.205708899999998, 37.205179600000001]"
9502,"[1599958572, 1450869450]",146738844,pedestrian,,,Placeta de la Luz,#A9A9A9,peque,1,"[-3.606792, -3.6068013999999997]","[37.2066242, 37.206821399999995]"
9503,"[1450869443, 1450869448]",146738845,pedestrian,,,Placeta de la Luz,#A9A9A9,peque,1,"[-3.6070059000000003, -3.6070086999999997]","[37.206618599999999, 37.206816700000005]"
9504,"[1599958545, 1599958555, 1599958554, 1599958541]",146738846,pedestrian,,,Plaza de la Provincia,#A9A9A9,peque,1,"[-3.6059258999999999, -3.6059330999999997, -3.6062528, -3.6062432999999996]","[37.205837500000001, 37.206203199999997, 37.206199400000003, 37.205833599999998]"
9505,"[1599958576, 1599958575]",146738847,pedestrian,,,Plaza del Polígono,#A9A9A9,peque,1,"[-3.6077227999999995, -3.6080459999999999]","[37.206807899999994, 37.206803999999998]"
9506,"[1599958539, 1599958538, 1599958537, 1599958533, 1599958531]",146738848,pedestrian,,,,#A9A9A9,peque,1,"[-3.6071239999999998, -3.6072867999999993, -3.6074187999999996, -3.6075461999999998, -3.6076902000000004]","[37.205711100000002, 37.205708899999998, 37.205707099999998, 37.205705399999999, 37.205703399999997]"
9507,"[582494298, 1600943292, 1600943291, 1386161594, 1600943290, 1386161115, 1600943288, 1600943287, 1600943286, 1386161352]",146862940,pedestrian,,,Calle Juan de Palenque,#A9A9A9,peque,1,"[-3.6074606, -3.6073697, -3.6073712999999996, -3.6072864, -3.6072820000000001, -3.6072394000000001, -3.6071777999999997, -3.6071713999999999, -3.6071381000000002, -3.6071206]","[37.205161499999996, 37.205100399999999, 37.205046600000003, 37.205048600000005, 37.204956700000004, 37.204939600000003, 37.204910600000005, 37.204838299999999, 37.204813000000001, 37.204795200000007]"
9508,"[1600943298, 1600943297]",146862941,pedestrian,,,Calle Baltasar Ramírez,#A9A9A9,peque,1,"[-3.6054397000000002, -3.6054275999999996]","[37.205849499999999, 37.205571599999999]"
9509,"[1600943289, 1600943294]",146862942,pedestrian,,,Calle Blas Moreno,#A9A9A9,peque,1,"[-3.6065082000000004, -3.6065082000000004]","[37.204950500000002, 37.205196600000001]"
9510,"[1600943280, 1600943284, 1600943285, 1600943293, 1600943295, 1600943300]",146862943,pedestrian,,,Calle Blas de Ledesma,#A9A9A9,peque,1,"[-3.6042516000000004, -3.6042527999999998, -3.6042919000000002, -3.6042976000000002, -3.6043550999999998, -3.6043722999999996]","[37.2045903, 37.204788299999997, 37.204809399999995, 37.205127699999998, 37.205200899999994, 37.2058672]"
9511,"[1386301010, 1386300122, 1386300991]",146862944,pedestrian,,,Calle Felipe Gómez de Valencia,#A9A9A9,peque,1,"[-3.6054737000000001, -3.6051733000000001, -3.6050305000000002]","[37.204805799999995, 37.204808, 37.204808800000002]"
9512,"[1386161424, 1386161594]",146862945,pedestrian,,,Calle Luis Sanz Jiménez,#A9A9A9,peque,1,"[-3.6069328999999999, -3.6072864]","[37.205055799999997, 37.205048600000005]"
9513,"[1386300587, 1386301014]",146862946,pedestrian,,,Calle Pedro de Raxis,#A9A9A9,peque,1,"[-3.6047076000000002, -3.6047207000000001]","[37.204760999999998, 37.205191599999999]"
9514,"[1600943281, 1600943280, 1600943279]",146862947,pedestrian,,,,#A9A9A9,peque,1,"[-3.6038445000000001, -3.6042516000000004, -3.6044925000000001]","[37.204596899999999, 37.2045903, 37.204586499999998]"
9515,"[1600943278, 1386161399, 1386160990, 1600943277]",146862948,pedestrian,,,,#A9A9A9,peque,1,"[-3.6062747000000002, -3.6066377999999997, -3.6071393999999999, -3.6073207999999997]","[37.204512999999999, 37.204511799999999, 37.204500399999993, 37.204416899999998]"
9517,"[1198121386, 1198120825, 1198121968]",147003874,residential,,,,#FFFFFF,medio,1,"[-3.6479227000000001, -3.6482264999999998, -3.6483468000000001]","[37.1482162, 37.148208000000004, 37.148203600000002]"
9518,"[1212067001, 1198121026, 1198121308, 1198121144, 1198121386]",147003875,residential,,,Calle Villa,#FFFFFF,medio,1,"[-3.6469939, -3.6471787000000004, -3.6473792, -3.6475656999999999, -3.6479227000000001]","[37.1483439, 37.1482843, 37.148263, 37.148223200000004, 37.1482162]"
9519,"[1198121343, 1198121691, 1198121955, 1198120916, 1198121262, 1198121395, 1198121553, 1198121191]",147003876,residential,,,Calle Huertos,#FFFFFF,medio,1,"[-3.6484847, -3.6486453999999999, -3.6488077000000003, -3.6489451000000002, -3.6490991000000004, -3.6492508999999997, -3.6493330000000004, -3.6496199999999996]","[37.148533499999999, 37.148523799999992, 37.148550299999997, 37.148603399999999, 37.148606700000002, 37.148579499999997, 37.148572299999998, 37.148559200000001]"
9520,"[1212066556, 1212067485, 1212066071, 1212066876, 1212066423, 1212066928]",147003877,residential,,,,#FFFFFF,medio,1,"[-3.6469392999999997, -3.6469912000000004, -3.6470233999999997, -3.6470556000000003, -3.6470866000000002, -3.6471272000000003]","[37.148707000000002, 37.149168400000001, 37.149601399999995, 37.150034399999996, 37.150450700000007, 37.150996599999999]"
9521,"[1212066392, 1212066341, 1212067166, 1212067373, 1198121994]",147003878,residential,,,,#FFFFFF,medio,1,"[-3.6505818999999997, -3.6505226999999998, -3.6504635000000003, -3.6504057999999997, -3.6503203999999996]","[37.150772100000005, 37.150228399999996, 37.149738799999994, 37.149260999999996, 37.148725799999994]"
9522,"[1198121167, 1198120800, 3030445278, 1198121921, 1198121139]",147003879,residential,,,Calle de la Gloria,#FFFFFF,medio,1,"[-3.6493184999999997, -3.6494510999999998, -3.6496515, -3.6504531000000005, -3.6507245000000004]","[37.147509200000002, 37.1473248, 37.147209799999999, 37.146871500000003, 37.146720500000001]"
9523,"[1602132635, 1602132636, 1602132634, 878500227, 1602132610, 1602132609, 878500226, 1602132611, 1602132614, 878500224, 1602132616, 878500222, 1602132625, 1602132626, 1602132633, 1602132637]",147017761,residential,,,Calle Cabo de Gata,#FFFFFF,medio,1,"[-3.5612943000000001, -3.5611827000000003, -3.5610811, -3.5609233999999996, -3.5607902, -3.5607351999999999, -3.5605370999999999, -3.5603576000000001, -3.5602516999999998, -3.5600062999999995, -3.5598356, -3.5597160000000003, -3.5594087000000001, -3.5591367999999997, -3.5590358000000002, -3.5589190999999998]","[37.164651399999997, 37.164653399999999, 37.164628299999997, 37.164510399999998, 37.164490800000003, 37.164482799999995, 37.164480700000006, 37.164505799999993, 37.1645307, 37.164524999999998, 37.164534499999995, 37.164515000000002, 37.164539700000006, 37.164585700000003, 37.164618299999994, 37.1646687]"
9524,"[1602132400, 1602132423, 1602132461, 1602132502]",147017762,residential,,,Calle Canales,#FFFFFF,medio,1,"[-3.5640815999999997, -3.5641309000000003, -3.5641512999999998, -3.5641394000000002]","[37.162960499999997, 37.163303499999998, 37.163745399999996, 37.163938600000002]"
9525,"[283254265, 1602132416, 1602132419, 1602132422, 1602132425]",147017763,residential,,,Calle Cuerda Alta,#FFFFFF,medio,1,"[-3.5636832000000003, -3.5636866, -3.5636389999999998, -3.5635607999999999, -3.5634042999999997]","[37.163018900000004, 37.1631328, 37.163233099999999, 37.163300799999995, 37.163363200000006]"
9526,"[2232137190, 2232137191, 1602132466, 1602132505, 1602132538, 1602132567, 1602132600, 1602132610]",147017764,residential,,,Calle Despeñaperros,#FFFFFF,medio,1,"[-3.5604716000000001, -3.5605332000000001, -3.5606349000000002, -3.5607743999999997, -3.5608610000000001, -3.5608947, -3.5608404, -3.5607902]","[37.163745200000008, 37.163734600000005, 37.163752000000002, 37.163989700000009, 37.164169899999997, 37.164300200000007, 37.164414799999996, 37.164490800000003]"
9527,"[878498484, 1602135663, 1602135669, 878498902, 878499163, 878498905, 1602132470, 878498907, 1602132540, 1602132573, 878498908, 1602132612, 878498909, 1602132630, 1602132639, 1602132641, 878498910, 1602132653, 878498918, 1602132668, 878498919, 1602132670, 1602132667, 878498920, 878498921, 1602132637]",147017765,residential,,,Calle Doñana,#FFFFFF,medio,1,"[-3.5577021000000002, -3.5573900000000003, -3.5567915000000001, -3.5564767999999995, -3.5561127999999997, -3.5558245999999998, -3.5558052000000004, -3.5558318, -3.5562578999999999, -3.5564400000000003, -3.5566431000000005, -3.5568436000000001, -3.5571052000000005, -3.5572285000000003, -3.5576167999999999, -3.5580672, -3.5582597000000002, -3.5583648000000001, -3.5584332000000001, -3.5585092000000005, -3.5586362999999999, -3.5587642000000002, -3.5588603999999999, -3.5589141000000004, -3.5589400000000002, -3.5589190999999998]","[37.162261600000001, 37.162504900000002, 37.162971300000002, 37.163216499999997, 37.163503600000006, 37.163729400000001, 37.163780700000004, 37.163833600000004, 37.164178499999998, 37.164317700000005, 37.164425600000001, 37.164511900000001, 37.164589100000001, 37.1646164, 37.1647021, 37.164813299999999, 37.164887999999998, 37.164958399999996, 37.165029799999992, 37.165144299999994, 37.165196200000004, 37.165184600000003, 37.165130900000001, 37.165025200000002, 37.1647903, 37.1646687]"
9528,"[1602132658, 1602132630, 1602132555, 1602132486]",147017766,steps,,,Calle Escaleras del Pedregal,#FF0000,peque,1,"[-3.5570861000000003, -3.5572285000000003, -3.5573491000000002, -3.5574713999999998]","[37.165034300000002, 37.1646164, 37.164234100000002, 37.163855100000006]"
9529,"[1602132402, 1602132444, 1602132457, 1602132472, 1602132490, 1602132502, 1602132474, 1602132469, 1602132468, 1602132459, 1602132452, 1602132447]",147017767,residential,,,Calle La Iruela,#FFFFFF,medio,1,"[-3.5653330999999997, -3.5650817000000004, -3.5650306000000005, -3.5649387999999997, -3.5643298999999997, -3.5641394000000002, -3.5631887000000004, -3.5629785000000003, -3.5627702000000006, -3.5623516000000004, -3.562214, -3.5621177999999998]","[37.163033899999995, 37.163618700000001, 37.163716299999997, 37.163781299999997, 37.163911499999998, 37.163938600000002, 37.163791600000003, 37.163774299999993, 37.163757099999998, 37.163743700000005, 37.163693200000004, 37.163629899999997]"
9530,"[1602132396, 1602132408, 1602132418, 1602132424, 1602132434, 1602132444]",147017768,residential,,,Calle Mengíbar,#FFFFFF,medio,1,"[-3.5647599000000003, -3.5647451000000001, -3.5647330999999998, -3.5647571000000005, -3.5648364999999997, -3.5650817000000004]","[37.162906299999996, 37.163074100000003, 37.163217899999999, 37.163346300000001, 37.163442199999999, 37.163618700000001]"
9531,"[1602132425, 1602132433, 1602132436, 1602132437, 1602132439, 1602132441, 1602132445, 1602132467]",147017769,residential,,,Calle Peñamadura,#FFFFFF,medio,1,"[-3.5634042999999997, -3.5634281000000003, -3.5634722999999999, -3.5636084000000001, -3.5637308999999999, -3.5637852999999997, -3.5637955000000003, -3.5637989000000001]","[37.163363200000006, 37.163441799999994, 37.163487899999993, 37.163504199999998, 37.163523100000006, 37.163555700000003, 37.163620700000003, 37.1637536]"
9532,"[76649243, 1602132397, 1602132412]",147017770,residential,,,Calle Río Tormes,#FFFFFF,medio,1,"[-3.5615943999999997, -3.5615913999999997, -3.5615573999999999]","[37.162705600000002, 37.162912200000001, 37.163110100000004]"
9533,"[368248536, 368248537, 368248538, 1426416406, 1426416571, 1426416559, 1426416647, 1426416661, 1426416619, 1426416526]",147017771,residential,,,Calle Sala de los Reyes,#FFFFFF,medio,1,"[-3.5683194999999999, -3.5684917, -3.5686553999999995, -3.5687864999999999, -3.5689501000000003, -3.5690681000000004, -3.5691861000000005, -3.5693417000000003, -3.5694409, -3.5695177000000005]","[37.164312299999999, 37.164319399999997, 37.1643677, 37.164422700000003, 37.164531700000005, 37.164619299999998, 37.164704799999996, 37.1647818, 37.164833100000003, 37.164876100000001]"
9534,"[76649240, 1602132431]",147017772,residential,,,Calle Valdecasillas,#FFFFFF,medio,1,"[-3.5598262000000003, -3.5597972999999996]","[37.162771100000001, 37.163432100000001]"
9535,"[1602132389, 1602132447]",147017773,residential,,,Calle Valdeinfierno,#FFFFFF,medio,1,"[-3.5625300000000002, -3.5621177999999998]","[37.162846799999997, 37.163629899999997]"
9536,"[1602132704, 1602132701, 1602132700, 1602132697, 1602132689, 1602132687, 1602132684, 1602132683, 1602132688, 1602132693, 1602132690, 1602132685, 1602132682, 1602132679, 1602132672, 1602132669, 1602132663, 1602132658, 1602132655, 1602132640, 1602132598, 1602132590, 1602132592, 1602132593, 1602132576, 1602132526, 1602132504, 1602132484, 1602132458, 1602132455, 1602132456, 1602132471]",147017774,residential,,,Carretera de los Filtros,#FFFFFF,medio,1,"[-3.5597736000000006, -3.5596339000000001, -3.5595217000000003, -3.5593022000000003, -3.5591940000000002, -3.5590891999999998, -3.5589773999999998, -3.5588991000000001, -3.5587187999999994, -3.5586269999999995, -3.5584739000000001, -3.5583684, -3.5582017000000001, -3.5580112000000002, -3.5578547, -3.5577050999999997, -3.5574902000000002, -3.5570861000000003, -3.5568238999999999, -3.5565905, -3.5559248999999995, -3.5557207000000002, -3.5555506000000001, -3.5553806000000003, -3.5552241000000002, -3.5550584999999999, -3.5549895999999999, -3.5549687999999993, -3.5548782999999995, -3.5547251000000002, -3.5544954, -3.5540940000000001]","[37.166401, 37.1663213, 37.166188399999996, 37.1659145, 37.165807899999997, 37.165771999999997, 37.165754700000001, 37.165749299999995, 37.1658008, 37.165838700000002, 37.165822499999997, 37.165757399999997, 37.165551399999998, 37.165339899999999, 37.165231499999997, 37.1651691, 37.165097600000003, 37.165034300000002, 37.164972999999996, 37.164811900000004, 37.164414000000001, 37.164362500000003, 37.164365199999999, 37.164384200000001, 37.16433, 37.164133500000005, 37.1639573, 37.163810299999994, 37.163727100000003, 37.163702200000003, 37.163716000000001, 37.163785100000005]"
9537,"[1602132388, 1602132399, 1602132417, 1602132421, 1602132428, 1602132435, 1602132440, 1602132443, 1602132453, 1602132483, 1602132507]",147017775,residential,,,,#FFFFFF,medio,1,"[-3.5620468999999999, -3.5620443999999996, -3.5620395999999999, -3.5619842000000004, -3.5618567999999997, -3.5616281999999999, -3.5614934999999996, -3.5614417999999999, -3.5614214, -3.5614526, -3.5615139999999998]","[37.162711200000004, 37.162950799999997, 37.163177000000005, 37.163299700000003, 37.163389799999997, 37.1634703, 37.163548900000002, 37.163604999999997, 37.163700299999995, 37.163803799999997, 37.164042700000003]"
9538,"[1602132637, 878498923, 1602132603, 1602132560, 878498927, 1602132519, 1602135704, 878498931, 1602132486, 1602132485, 878498933, 878498934, 878498902]",147017776,residential,,,Calle Tablas de Daimiel,#FFFFFF,medio,1,"[-3.5589190999999998, -3.5589062999999994, -3.5589037000000006, -3.5588411, -3.5586775999999998, -3.5584921, -3.5579697999999995, -3.5576464999999997, -3.5574713999999998, -3.5573698999999999, -3.5571315000000001, -3.5567882000000006, -3.5564767999999995]","[37.1646687, 37.164612899999995, 37.164442700000002, 37.164285499999998, 37.164138700000002, 37.164057499999998, 37.1639458, 37.163891599999999, 37.163855100000006, 37.1638339, 37.163746200000006, 37.163489700000007, 37.163216499999997]"
9539,"[1602132660, 1602132671, 1602132675, 1602132678, 1602132680, 1602132681, 1602132686, 1602132696, 1602132699, 1602132698, 1602132695, 1602132691, 1602132689]",147017777,residential,,,,#FFFFFF,medio,1,"[-3.5624316, -3.5623040000000001, -3.5622529999999997, -3.5617937000000004, -3.5605650999999998, -3.5604737000000002, -3.5601946000000004, -3.5600839999999998, -3.5598915, -3.5597038999999997, -3.5594392999999998, -3.5593141999999998, -3.5591940000000002]","[37.165053100000002, 37.165213100000003, 37.165280799999998, 37.165332299999996, 37.165451399999995, 37.165489700000009, 37.1657619, 37.165873100000006, 37.165945899999997, 37.165942100000002, 37.165873100000006, 37.165830900000003, 37.165807899999997]"
9540,"[1602132602, 1602132627, 1602132642, 1602132657, 1602132661, 1602132666, 1602132665, 1602132662, 1602132659, 1602132651, 1602132647, 1602132649, 1602132656, 1602132664, 1602132673, 1602132676, 1602132677, 1602132674, 1602132660]",147017778,residential,,,,#FFFFFF,medio,1,"[-3.5675102000000001, -3.5675214999999998, -3.5675167000000001, -3.5674877999999999, -3.5674252999999996, -3.5672858000000001, -3.5670812999999995, -3.5666916, -3.5664114999999996, -3.5660815000000001, -3.5658672, -3.5656597000000003, -3.5654214999999998, -3.5650881000000001, -3.5646197000000002, -3.5641366000000003, -3.5636502000000001, -3.5631432999999997, -3.5624316]","[37.164433700000004, 37.164613500000002, 37.164816600000002, 37.164975800000001, 37.1650773, 37.1651253, 37.165117600000002, 37.165084999999998, 37.165043599999997, 37.164935200000002, 37.164891799999992, 37.164897199999999, 37.164975800000001, 37.165116799999993, 37.165243299999993, 37.165308400000001, 37.1653138, 37.165265000000005, 37.165053100000002]"
