,Nod_ref,Tags,Way_Id,access,amenity,area,barrier,bicycle,bridge,bus,cycleway,handrail,hgv,highway,junction,lanes,layer,leisure,name,name:en,oneway,oneway:conditional,parking:lane:both,psv,ref,route,sidewalk,surface,tourist_bus,tracktype,color_size,color,size1,size2
9614,"['1607402518', '1607402524', '1607402528']",{'highway': 'footway'},147525781,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
9615,"['1607402514', '1607402517', '1607402520']",{'highway': 'footway'},147525783,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
9616,"['1607402530', '1607402525', '1607402521']",{'highway': 'footway'},147525784,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
9617,"['1607402516', '1607402519', '1607402523']",{'highway': 'footway'},147525786,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
9618,"['1607402526', '1607402529', '1607402532']",{'highway': 'footway'},147525787,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
9619,"['1390823509', '1390823619', '1390823580', '1351135405', '1351135493']","{'name': 'Calle Recoletos', 'highway': 'service', 'service': 'parking_aisle'}",147533319,,,,,,,,,,,service,,,,,Calle Recoletos,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9620,"['1351135405', '1607442702']",{'highway': 'pedestrian'},147533320,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9621,"['1607450225', '1215953409']","{'name': 'Calle Poeta Mira de Amezcua', 'highway': 'residential'}",147534070,,,,,,,,,,,residential,,,,,Calle Poeta Mira de Amezcua,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9642,"['1215984486', '1610237282', '1215984320', '1215984751', '1241053832']","{'name': 'Calle Escultor López Azaustre', 'highway': 'residential', 'oneway': 'yes'}",147870208,,,,,,,,,,,residential,,,,,Calle Escultor López Azaustre,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9643,"['1241053720', '1215984393']","{'name': 'Calle Lanjarón', 'highway': 'residential', 'oneway': 'yes'}",147870210,,,,,,,,,,,residential,,,,,Calle Lanjarón,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9644,"['1215984393', '1610237307']","{'name': 'Calle Lanjarón', 'highway': 'residential'}",147870214,,,,,,,,,,,residential,,,,,Calle Lanjarón,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9645,"['1610237307', '1610237305']",{'highway': 'pedestrian'},147870216,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9646,"['1610237316', '1610237301']",{'highway': 'pedestrian'},147870219,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9647,"['1610237298', '1241053839']",{'highway': 'pedestrian'},147870223,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9648,"['1241053859', '1241053720']","{'highway': 'residential', 'oneway': 'yes'}",147870224,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9649,"['1274552645', '1274552627']",{'highway': 'residential'},147870226,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9650,"['1610237266', '1610237268', '1610237282']",{'highway': 'pedestrian'},147870231,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9651,"['1610237319', '1610237322', '1610237328', '1428696334']",{'highway': 'pedestrian'},147870234,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9652,"['1241053832', '1610237288', '1610237295', '1610237303']","{'highway': 'residential', 'oneway': 'yes'}",147870235,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9653,"['1215984533', '1215984360', '1215984813', '1215984643']","{'name': 'Calle Grabador David Roberts', 'highway': 'residential', 'oneway': 'yes'}",147870236,,,,,,,,,,,residential,,,,,Calle Grabador David Roberts,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9654,"['325187469', '1208065264', '582274551', '325185471', '311660502']","{'name': 'Calle Baza', 'highway': 'residential', 'oneway': 'yes'}",147883575,,,,,,,,,,,residential,,,,,Calle Baza,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9655,"['1610300630', '1610300614']","{'name': 'Calle Oeste', 'highway': 'residential'}",147883579,,,,,,,,,,,residential,,,,,Calle Oeste,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9656,"['582465100', '582465101']","{'name': 'Carretera de Málaga', 'highway': 'residential'}",147883580,,,,,,,,,,,residential,,,,,Carretera de Málaga,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9657,"['324436395', '582465108', '325188507', '1348558051', '556142824', '325188241']","{'name': 'Carretera de Málaga', 'highway': 'residential', 'oneway': 'yes'}",147883581,,,,,,,,,,,residential,,,,,Carretera de Málaga,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9658,"['1610300735', '1610300702']",{'highway': 'service'},147883585,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9659,"['1610300733', '1610300693']","{'highway': 'service', 'access': 'private'}",147883587,private,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9660,"['1610300633', '1208065488']",{'highway': 'pedestrian'},147883588,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9661,"['1610300737', '1610300735', '1610300731']",{'highway': 'service'},147883589,,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9662,"['1610300659', '1610300646', '1610300642', '1610300650']","{'highway': 'service', 'access': 'private'}",147883592,private,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9663,"['1610300731', '1610300704', '1610300654', '1610300638', '1610300675']","{'highway': 'service', 'access': 'private'}",147883597,private,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9665,"['1610312960', '1249569211']",{'highway': 'pedestrian'},147885841,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9666,"['1610312963', '1610312961']",{'highway': 'pedestrian'},147885844,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9667,"['484632629', '2339338533', '311660504']","{'highway': 'residential', 'oneway': 'yes'}",147887008,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9668,"['83743286', '325184728']",{'highway': 'residential'},147887010,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9669,"['1249569208', '1249569223', '1249569221', '1610338755']","{'name': 'Placeta de la Costa', 'highway': 'residential'}",147897235,,,,,,,,,,,residential,,,,,Placeta de la Costa,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9670,"['325185218', '1610338752', '1610338751', '1208065523']","{'name': 'Placeta de la Vega', 'highway': 'pedestrian'}",147897237,,,,,,,,,,,pedestrian,,,,,Placeta de la Vega,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9671,"['1610338756', '1610338755', '1249569219']","{'name': 'Placeta de los Montes', 'highway': 'residential'}",147897238,,,,,,,,,,,residential,,,,,Placeta de los Montes,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9672,"['1249569208', '1610338760']",{'highway': 'pedestrian'},147897246,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9673,"['1610338773', '1208065538']",{'highway': 'pedestrian'},147897247,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9674,"['1610338761', '1208065489']",{'highway': 'pedestrian'},147897249,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9675,"['1208065427', '1208065269']","{'name': 'Calle Doctor Vaca Castro', 'highway': 'service', 'service': 'alley'}",147903891,,,,,,,,,,,service,,,,,Calle Doctor Vaca Castro,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9676,"['1610346788', '1208065479']",{'highway': 'pedestrian'},147903893,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9677,"['1610346786', '1208065269']",{'highway': 'pedestrian'},147903895,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9678,"['1659165543', '1659165533', '1175791789']","{'name': 'Calle Banderas', 'highway': 'residential'}",147941408,,,,,,,,,,,residential,,,,,Calle Banderas,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9679,"['1610634495', '1610634497', '1610634500', '1610659362', '1610634501']","{'name': 'Calle Capri', 'highway': 'pedestrian', 'access': 'private'}",147941413,private,,,,,,,,,,pedestrian,,,,,Calle Capri,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9680,"['1610634474', '1610634472', '1610634469']","{'name': 'Calle Crucero Baleares', 'highway': 'pedestrian'}",147941414,,,,,,,,,,,pedestrian,,,,,Calle Crucero Baleares,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9681,"['1610634502', '1610634497']","{'name': 'Calle Verona', 'highway': 'pedestrian', 'access': 'private'}",147941415,private,,,,,,,,,,pedestrian,,,,,Calle Verona,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9682,"['1610634484', '1610634478', '1610634476', '1610634474']","{'name': 'Placeta Alfonso X El Sabio', 'highway': 'pedestrian'}",147941419,,,,,,,,,,,pedestrian,,,,,Placeta Alfonso X El Sabio,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9683,"['1610634493', '1610634484', '1610634482', '1610634474']","{'name': 'Placeta Alfonso X El Sabio', 'highway': 'pedestrian'}",147941422,,,,,,,,,,,pedestrian,,,,,Placeta Alfonso X El Sabio,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9684,"['544811045', '1274458332']","{'name': 'Placeta Arcipreste De Hita', 'highway': 'residential', 'oneway': 'yes'}",147941423,,,,,,,,,,,residential,,,,,Placeta Arcipreste De Hita,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9685,"['1610634467', '544811045']","{'name': 'Placeta Arcipreste De Hita', 'highway': 'pedestrian'}",147941425,,,,,,,,,,,pedestrian,,,,,Placeta Arcipreste De Hita,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9686,"['1610634480', '1610634478']","{'name': 'Placeta Duque de Rivas', 'highway': 'pedestrian'}",147941427,,,,,,,,,,,pedestrian,,,,,Placeta Duque de Rivas,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9687,"['1610634476', '1610634480', '1610634489']","{'name': 'Placeta Duque de Rivas', 'highway': 'pedestrian'}",147941429,,,,,,,,,,,pedestrian,,,,,Placeta Duque de Rivas,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9688,"['1610634466', '2483424239', '1197481976']","{'name': 'Placeta Fernández de Moratín', 'highway': 'residential'}",147941431,,,,,,,,,,,residential,,,,,Placeta Fernández de Moratín,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9689,"['1610659267', '1610659269', '1610659279', '1610659368']","{'name': 'Calle Fuerteventura', 'highway': 'residential'}",147947459,,,,,,,,,,,residential,,,,,Calle Fuerteventura,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9690,"['1610659279', '1610659274']","{'name': 'Calle Lanzarote', 'highway': 'residential'}",147947463,,,,,,,,,,,residential,,,,,Calle Lanzarote,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9691,"['1610659372', '1610659370', '1610659368']","{'name': 'Calle Tenerife', 'highway': 'residential'}",147947475,,,,,,,,,,,residential,,,,,Calle Tenerife,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9692,"['1610659358', '1610659289', '1610659365', '1610659370']","{'name': 'Placeta Fernando de Rojas', 'highway': 'pedestrian'}",147947477,,,,,,,,,,,pedestrian,,,,,Placeta Fernando de Rojas,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9693,"['1610659272', '1610659271', '1610659284']","{'name': 'Placeta Juan de Mena', 'highway': 'pedestrian'}",147947481,,,,,,,,,,,pedestrian,,,,,Placeta Juan de Mena,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9694,"['1610659276', '1610659284']",{'highway': 'pedestrian'},147947485,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9695,"['1610659368', '1610634501']",{'highway': 'residential'},147947489,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9696,"['1610659365', '1610659276', '1610659269']",{'highway': 'pedestrian'},147947496,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9697,"['1520053688', '544536194', '1375756153']",{'highway': 'track'},148220859,,,,,,,,,,,track,,,,,,,,,,,,,,,,,"(0, 0, 0)",0,0,0
9698,"['1613232699', '1613232700', '1613232702', '1613232706', '1613232708', '1613232705', '1613232707', '1613232709']",{'highway': 'unclassified'},148220861,,,,,,,,,,,unclassified,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9699,"['1280067343', '1613234676', '1613234679', '1613234702', '1613234722', '1613234734', '1613234748', '1613234751', '1613234754', '1613234757', '1613234755', '1613234752', '1613234750', '1613234749', '1613234740', '1613234736', '1613234738', '1613234732', '1613234719', '1613234714', '1613234700', '1613234697', '1613232718', '1613234677', '1613234674', '1613234673', '1613234675', '1613234680', '1613234690', '1613234687', '1613234685', '1613234696', '1613234718', '1613234727', '1613234729', '1613234731', '1613234721', '1613234720', '1613234717', '1613234713', '1613234693', '1613234678', '1613234672']","{'name': 'Camino de Cartuja', 'highway': 'track'}",148221199,,,,,,,,,,,track,,,,,Camino de Cartuja,,,,,,,,,,,,"(0, 0, 0)",0,0,0
9700,"['1212067460', '1198121835', '1198120775']","{'name': 'Calle Acequia Arabuleila', 'highway': 'residential'}",148237980,,,,,,,,,,,residential,,,,,Calle Acequia Arabuleila,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9701,"['1616108973', '1616108981', '1693584192', '266183231', '1693584194', '303980107', '303980140', '303983179', '266183230']","{'surface': 'paving_stones', 'name': 'Calle Abén Humeya', 'highway': 'residential', 'lanes': '1', 'oneway': 'yes'}",148517108,,,,,,,,,,,residential,,1.0,,,Calle Abén Humeya,,yes,,,,,,,paving_stones,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9702,"['1616108969', '1616108958']","{'name': 'Calle San Enrique', 'highway': 'residential'}",148517110,,,,,,,,,,,residential,,,,,Calle San Enrique,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9703,"['1616108974', '1616108968', '1616108961']","{'name': 'Calle Santa Cándida', 'highway': 'residential'}",148517111,,,,,,,,,,,residential,,,,,Calle Santa Cándida,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9704,"['1426849436', '1156588125', '1616108972']","{'name': 'Callejón de Arenas', 'highway': 'residential', 'oneway': 'yes'}",148517112,,,,,,,,,,,residential,,,,,Callejón de Arenas,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9705,"['303980236', '1693584183', '1156588143', '1693584177', '303980237']","{'surface': 'cobblestone', 'name': 'Plaza General Emilio Herrera', 'highway': 'residential', 'oneway': 'yes'}",148517113,,,,,,,,,,,residential,,,,,Plaza General Emilio Herrera,,yes,,,,,,,cobblestone,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9706,"['1156588130', '484685930', '1693569262', '1616108963', '1616108966', '1927319840', '1927319841', '1616108967', '1616108970', '4204837638', '4204837639', '4204837640', '4204837641', '1927319864', '1927319875', '1156588130']","{'name': 'Plaza de Nuestro Padre Jesús Despojado', 'highway': 'pedestrian', 'area': 'yes'}",148517115,,,yes,,,,,,,,pedestrian,,,,,Plaza de Nuestro Padre Jesús Despojado,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9707,"['1636373351', '1636373384']","{'highway': 'pedestrian', 'noname': 'yes'}",150749671,,,,,,,,,,,pedestrian,,,,,,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9708,"['1636373354', '1636373357', '1636373382']","{'highway': 'service', 'service': 'parking_aisle', 'access': 'private'}",150749672,private,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9709,"['1636373379', '1636373360', '1636373386']","{'highway': 'service', 'service': 'parking_aisle', 'access': 'private'}",150749674,private,,,,,,,,,,service,,,,,,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9727,"['1639282951', '1639282952']","{'name': 'Calle Tientos', 'highway': 'pedestrian'}",151085953,,,,,,,,,,,pedestrian,,,,,Calle Tientos,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9728,"['1639316738', '1639316737', '1639316734', '1639316733', '1639316731', '1639316728', '1639316726', '1428166523', '1639316729', '1639316730', '1559162619', '1428166566', '2878287263', '1639316739', '1639316738']","{'highway': 'secondary', 'ref': 'A-4006', 'junction': 'roundabout'}",151088858,,,,,,,,,,,secondary,roundabout,,,,,,,,,,A-4006,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
9729,"['1639316737', '1639316735', '1587433674', '1587433672', '1587433669', '1587433667', '1016435250']","{'name': 'Distribuidor Norte', 'highway': 'secondary', 'ref': 'A-4006', 'oneway': 'yes'}",151088860,,,,,,,,,,,secondary,,,,,Distribuidor Norte,,yes,,,,A-4006,,,,,,"['#FFFF00', 'grande', 1]",#FFFF00,grande,1
9732,"['582477772', '582477782', '49943534', '1855696081', '582477853', '552882004']","{'name': 'Calle Concepción', 'highway': 'residential'}",151472993,,,,,,,,,,,residential,,,,,Calle Concepción,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9733,"['1345326822', '582477851', '49943536', '582477800', '582477807', '582477808']","{'name': 'Calle San Jacinto', 'highway': 'residential'}",151472995,,,,,,,,,,,residential,,,,,Calle San Jacinto,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9734,"['1345327266', '582477850', '297886320', '582477799', '582477803']","{'name': 'Calle San Pedro Mártir', 'highway': 'residential', 'oneway': 'yes'}",151472997,,,,,,,,,,,residential,,,,,Calle San Pedro Mártir,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9735,"['1642927635', '1642927634', '1642927631']","{'name': 'Callejón Alcantarilla', 'highway': 'residential'}",151472998,,,,,,,,,,,residential,,,,,Callejón Alcantarilla,,,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9736,"['790501816', '259852478', '1644116816', '259852483']","{'name': 'Ronda Sur', 'ref': 'A-395', 'maxspeed': '100', 'highway': 'motorway', 'lanes': '3', 'oneway': 'yes'}",151585717,,,,,,,,,,,motorway,,3.0,,,Ronda Sur,,yes,,,,A-395,,,,,,"['#DC143C', 'grande', 2]",#DC143C,grande,2
9739,"['321200381', '2216507305', '1352816309', '319505865', '319505866', '319505868', '484569416', '319506395', '554894579', '78641181', '1598766962', '1820042010', '1820042014', '78641221', '1820042024', '1820042027', '78641263']","{'name': 'Avenida de Francisco Ayala', 'highway': 'tertiary', 'short_name': 'Francisco Ayala', 'short_name_1': 'avda Francisco Ayala', 'oneway': 'yes'}",151640817,,,,,,,,,,,tertiary,,,,,Avenida de Francisco Ayala,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
9740,"['1244544781', '318346451']","{'name': 'Calle Ribera del Beiro', 'highway': 'residential', 'oneway': 'yes'}",151640838,,,,,,,,,,,residential,,,,,Calle Ribera del Beiro,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9741,"['2679582651', '1702977951', '2210120127', '3098368511', '1349510585', '1684074751', '1684081233', '388430237']","{'surface': 'paved', 'name': 'Camino de Ronda', 'highway': 'primary', 'oneway': 'yes'}",151640842,,,,,,,,,,,primary,,,,,Camino de Ronda,,yes,,,,,,,paved,,,"['#FFA07A', 'grande', 1]",#FFA07A,grande,1
9742,"['319506381', '1352816118', '2216507285', '2216507283', '1352816179', '2216507281', '1904573757', '1904573745']","{'name': 'Calle Pintor Francisco Pradilla', 'highway': 'tertiary', 'oneway': 'yes'}",151640853,,,,,,,,,,,tertiary,,,,,Calle Pintor Francisco Pradilla,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
9743,"['1249564157', '1644771531', '1644771525', '61366555']","{'highway': 'residential', 'oneway': 'yes'}",151642143,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9744,"['1644771537', '1644771533', '1644771535', '325192790']","{'highway': 'residential', 'oneway': 'yes'}",151642144,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9745,"['61366555', '1644771523', '1644771520', '61366557']","{'highway': 'residential', 'oneway': 'yes'}",151642145,,,,,,,,,,,residential,,,,,,,yes,,,,,,,,,,"['#FFFFFF', 'medio', 1]",#FFFFFF,medio,1
9746,"['1249564158', '1644771543', '1644771542', '1644771541', '1644771537']","{'name': 'Avenida de Maracena', 'highway': 'tertiary', 'oneway': 'yes'}",151642146,,,,,,,,,,,tertiary,,,,,Avenida de Maracena,,yes,,,,,,,,,,"['#FFFFFF', 'grande', 1]",#FFFFFF,grande,1
9747,"['1272253799', '1645448879', '1645448880', '1645448881', '1645448882', '1519387704']",{'highway': 'footway'},151700306,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,"['#FF6347', 'linea', 1]",#FF6347,linea,1
9748,"['1645653076', '1645653093', '1645653125', '1645653131']","{'name': 'Plaza Clara Campoamor', 'highway': 'pedestrian'}",151725991,,,,,,,,,,,pedestrian,,,,,Plaza Clara Campoamor,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9749,"['1645653125', '1645653110', '1645653076', '1645653070']","{'name': 'Plaza Clara Campoamor', 'highway': 'pedestrian'}",151725992,,,,,,,,,,,pedestrian,,,,,Plaza Clara Campoamor,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
9750,"['1645653093', '1645653085']","{'name': 'Plaza Clara Campoamor', 'highway': 'pedestrian'}",151725995,,,,,,,,,,,pedestrian,,,,,Plaza Clara Campoamor,,,,,,,,,,,,"['#A9A9A9', 'peque', 1]",#A9A9A9,peque,1
